24454	405	60
24462	406	60
24476	407	60
24492	408	60
24500	409	60
24520	410	60
24592	411	60
24604	412	60
24616	413	60
24659	414	60
24671	415	60
24702	416	60
24718	417	60
24740	418	60
24748	419	60
24757	420	60
24782	421	60
24805	422	60
24862	423	60
24875	424	60
24917	425	60
24926	426	60
25021	427	60
25060	428	60
25064	429	60
25137	430	60
25172	431	60
25180	432	60
25304	433	60
25346	434	60
25369	435	60
25426	436	60
25590	437	60
25643	438	60
25759	439	60
25795	440	60
25837	441	60
25846	442	60
25879	443	60
25995	444	60
26290	445	60
26406	446	60
26526	447	60
26642	448	60
26859	449	60
26916	450	60
26939	451	60
26981	452	60
27018	453	60
27057	454	60
27064	455	60
27105	456	60
27113	457	60
27148	458	60
27221	459	60
27225	460	60
27246	461	60
27253	462	60
27264	463	60
27288	464	60
27423	465	60
27480	466	60
27503	467	60
27545	468	60
27669	469	60
27681	470	60
27693	471	60
27785	472	60
27793	473	60
27809	474	60
28007	475	60
28034	476	60
28057	477	60
28121	478	60
28130	479	60
28188	480	60
28233	481	60
28246	482	60
28304	483	60
28365	484	60
28571	485	60
28598	486	60
28621	487	60
28689	488	60
28694	489	60
28715	490	60
28723	491	60
28733	492	60
28758	493	60
28801	494	60
28810	495	60
28849	496	60
28929	497	60
28947	498	60
29131	499	60
29247	500	60
29367	501	60
29483	502	60
29608	503	60
29664	504	60
29687	505	60
29822	506	60
29946	507	60
29954	508	60
30008	509	60
30062	510	60
30066	511	60
30124	512	60
30172	513	60
30228	514	60
30251	515	60
30386	516	60
30447	517	61
30470	518	62
30475	519	63
30510	520	63
30522	521	63
30553	522	63
30582	523	64
30587	524	65
30610	525	66
30626	526	66
30634	527	66
30669	528	66
30756	529	66
30782	530	66
30805	531	66
30962	532	66
30971	533	66
31048	534	66
31074	535	66
31087	536	66
31127	537	67
31132	538	68
31155	539	69
31164	540	69
31206	541	69
31267	542	70
31320	543	70
31346	544	70
31369	545	70
31530	546	70
31535	547	70
31593	548	70
31642	549	70
31651	550	70
31709	551	70
31770	552	70
31927	553	70
32062	554	70
32101	555	70
32108	556	70
32141	557	70
32169	558	70
32192	559	70
32246	560	70
32285	561	70
32297	562	70
32362	563	70
32383	564	70
32390	565	70
32401	566	70
32409	567	70
32429	568	70
32491	569	70
32705	570	70
32733	571	70
32756	572	70
32791	573	70
32849	574	70
32865	575	70
32907	576	70
32965	577	70
32977	578	70
33059	579	70
33066	580	70
33117	581	70
33125	582	70
33182	583	70
33268	584	70
33346	585	70
33361	586	70
33452	587	70
33492	588	70
33504	589	70
33535	590	70
33550	591	70
33568	592	70
33576	593	70
33585	594	70
33657	595	70
33669	596	70
33708	597	70
33769	598	70
33785	599	70
33824	600	70
33971	601	70
33994	602	70
34021	603	70
34143	604	70
34207	605	70
34215	606	70
34225	607	70
34233	608	70
34253	609	70
34273	610	70
34337	611	70
34349	612	70
34369	613	70
34412	614	70
34424	615	70
34455	616	70
34471	617	70
34497	618	70
34506	619	70
34535	620	70
34558	621	70
34585	622	70
34624	623	70
34666	624	70
34675	625	70
34707	626	70
34768	627	70
34890	628	70
34917	629	70
34940	630	70
35106	631	70
35126	632	70
35138	633	70
35222	634	70
35242	635	70
35250	636	70
35332	637	70
35454	638	70
35481	639	70
35504	640	70
35588	641	71
35611	642	72
35616	643	73
35651	644	73
35690	645	73
35706	646	73
35723	647	74
35728	648	75
35751	649	76
35767	650	76
35806	651	76
35818	652	76
35907	653	76
36023	654	76
36056	655	77
36079	656	78
36084	657	79
36152	658	80
36191	659	81
36203	660	82
36268	661	83
36273	662	84
36293	663	84
36307	664	85
36315	665	86
36330	666	87
36339	667	88
36409	668	88
36498	669	88
36510	670	88
36568	671	88
36610	672	88
36626	673	88
36643	674	89
36648	675	90
36671	676	91
36684	677	91
36719	678	91
36742	679	91
36770	680	91
36832	681	92
36837	682	93
36852	683	94
36860	684	95
36876	685	96
36884	686	97
36949	687	98
36984	688	98
36992	689	99
36996	690	100
37066	691	100
37074	692	100
37113	693	100
37178	694	100
37190	695	100
37229	696	100
37283	697	100
37306	698	100
37334	699	100
37548	700	100
37705	701	100
37766	702	100
37824	703	100
37833	704	100
37882	705	100
37940	706	100
37945	707	100
38106	708	100
38129	709	100
38155	710	100
38269	711	100
38311	712	100
38388	713	100
38401	714	100
38427	715	100
38467	716	101
38472	717	102
38495	718	103
38504	719	103
38513	720	103
38607	721	104
38670	722	104
38693	723	104
38719	724	104
38806	725	104
38841	726	104
38849	727	104
38922	728	104
38953	729	104
38965	730	104
39089	731	104
39224	732	104
39247	733	104
39303	734	104
39351	735	104
39409	736	104
39413	737	104
39467	738	104
39484	739	105
39489	740	106
39512	741	107
39521	742	107
39529	743	107
39580	744	108
39585	745	109
39600	746	110
39608	747	111
39624	748	112
39632	749	113
39653	750	113
39701	751	114
39740	752	115
39744	753	116
39788	754	116
39811	755	116
39867	756	116
39992	757	116
40056	758	117
40108	759	117
40228	760	117
40265	761	118
40285	762	119
40289	763	120
40344	764	120
40546	765	120
40626	766	120
40647	767	120
40655	768	120
40665	769	120
40674	770	120
40694	771	120
40742	772	120
40781	773	120
40786	774	120
40854	775	120
40877	776	120
40904	777	120
40976	778	120
41110	779	120
41171	780	120
41229	781	120
41242	782	120
41287	783	120
41345	784	120
41354	785	120
41418	786	120
41441	787	120
41468	788	120
41644	789	120
41652	790	120
41666	791	120
41682	792	120
41690	793	120
41710	794	120
41782	795	120
41794	796	120
41806	797	120
41849	798	120
41861	799	120
41892	800	120
41908	801	120
41930	802	120
41938	803	120
41947	804	120
41972	805	120
41995	806	120
42052	807	120
42065	808	120
42107	809	120
42116	810	120
42211	811	120
42250	812	120
42254	813	120
42327	814	120
42362	815	120
42370	816	120
42494	817	120
42536	818	120
42559	819	120
42616	820	120
42780	821	120
42833	822	120
42949	823	120
42985	824	120
43027	825	120
43036	826	120
43069	827	120
43185	828	120
